"Country","Target Country","Target City"
"USA","BURMA","NAMTU"
"USA","FORMOSA AND RYUKYU ISLANDS","TAKAO"
"USA","PHILIPPINE ISLANDS","BANGUED"
"USA","FRENCH INDO CHINA","LANG SON"
"USA","JAPAN","KOBE"
"USA","PHILIPPINE ISLANDS","CABALLO"
"USA","PHILIPPINE ISLANDS","BAGUIO"
"USA","PHILIPPINE ISLANDS","CABALLO"
"USA","PHILIPPINE ISLANDS","LUZON"
"USA","PHILIPPINE ISLANDS","BATAAN"
"USA","PHILIPPINE ISLANDS","APARRI"
"USA","PHILIPPINE ISLANDS","APARRI"
"USA","PHILIPPINE ISLANDS","APARRI"
"USA","BURMA","BAWGYO"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"USA","UNKNOWN OR NOT INDICATED","UNKNOWN"
"USA","JAPAN","SHIRAHAMA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"USA","PHILIPPINE ISLANDS","14 28 N 121 2"
"USA","AUSTRIA","SPITTAL"
"USA","AUSTRIA","KLAGENFURT"
"USA","AUSTRIA","KLAGENFURT"
"USA","GERMANY","LANDSHUT"
"GREAT BRITAIN","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","GRUNBERG"
"USA","GERMANY","GRUNBERG"
"USA","GERMANY","GRUNBERG"
"USA","GERMANY","GRUNBERG"
"USA","GERMANY","GRUNBERG"
"USA","GERMANY","GRUNBERG"
"GREAT BRITAIN","GERMANY","ARNSBERG"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","GRUNBERG"
"USA","GERMANY","GRUNBERG"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"GREAT BRITAIN","GERMANY","FRANKFURT AM MAIN"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","GERMANY","BREMEN"
"GREAT BRITAIN","GERMANY","BREMEN"
"GREAT BRITAIN","GERMANY","GELSENKIRCHEN"
"GREAT BRITAIN","GERMANY","GELSENKIRCHEN"
"GREAT BRITAIN","GERMANY","GELSENKIRCHEN"
"GREAT BRITAIN","GERMANY","GELSENKIRCHEN"
"GREAT BRITAIN","GERMANY","GELSENKIRCHEN"
"GREAT BRITAIN","GERMANY","GELSENKIRCHEN"
"GREAT BRITAIN","GERMANY","GELSENKIRCHEN"
"GREAT BRITAIN","GERMANY","GELSENKIRCHEN"
"GREAT BRITAIN","GERMANY","GELSENKIRCHEN"
"GREAT BRITAIN","GERMANY","GELSENKIRCHEN"
"GREAT BRITAIN","GERMANY","BARMEN"
"GREAT BRITAIN","GERMANY","BARMEN"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","HAAMSTEDE"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","HAAMSTEDE"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","HAAMSTEDE"
"GREAT BRITAIN","BELGIUM","LIEGE"
"GREAT BRITAIN","GERMANY","MANNHEIM"
"GREAT BRITAIN","GERMANY","RHEINHAUSEN"
"GREAT BRITAIN","GERMANY","WIESBADEN"
"USA","GREECE","ELEUSIS"
"USA","GREECE","ELEUSIS"
"USA","GREECE","ELEUSIS"
"USA","GREECE","ELEUSIS"
"USA","GREECE","ELEUSIS"
"USA","GREECE","ELEUSIS"
"USA","GREECE","ELEUSIS"
"USA","GREECE","ELEUSIS"
"USA","GREECE","ELEUSIS"
"USA","GREECE","ELEUSIS"
"USA","GREECE","ELEUSIS"
"USA","GREECE","ELEUSIS"
"GREAT BRITAIN","BURMA","MONYWA"
"GREAT BRITAIN","BURMA","PROME"
"USA","SOLOMON ISLANDS","KOROVO"
"USA","CHINA","YOCHOW"
"USA","BISMARK ARCHIPELAGO","BORGEN BAY"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","AISEGA"
"USA","BISMARK ARCHIPELAGO","BORGEN BAY"
"USA","BISMARK ARCHIPELAGO","BORGEN BAY"
"USA","NEW GUINEA","ALEXISHAFEN"
"USA","BISMARK ARCHIPELAGO","PULIE RIVER"
"USA","ITALY","COSENZA"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","AISEGA"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","MARSHALL ISLANDS","KWAJALEIN"
"USA","MARSHALL ISLANDS","KWAJALEIN"
"USA","CELEBES ISLANDS","AMAHAI"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BURMA","MYITNGE"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","SOLOMON ISLANDS","MONOITU"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BURMA","MYITNGE"
"USA","BURMA","MYITNGE"
"USA","ITALY","CIVITAVECCHIA"
"USA","ITALY","COLLEFERRO"
"USA","ITALY","COLLEFERRO"
"USA","ITALY","CERVARO"
"USA","MARSHALL ISLANDS","EMIDJ ISLAND"
"USA","NEW GUINEA","MADANG"
"USA","NEW GUINEA","MADANG"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","NEW GUINEA","MADANG"
"USA","NEW GUINEA","MADANG"
"USA","BISMARK ARCHIPELAGO","BORGEN BAY"
"USA","NEW GUINEA","FINKSCHHAFEN"
"USA","BISMARK ARCHIPELAGO","NEW BRITAIN"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BURMA","TAIHPA GA"
"USA","BURMA","TAIHPA GA"
"USA","BURMA","TAIHPA GA"
"USA","BURMA","TAIHPA GA"
"USA","BURMA","TAIHPA GA"
"USA","BURMA","TAIHPA GA"
"USA","NEW GUINEA","MADANG"
"USA","NEW GUINEA","ALEXISHAFEN"
"USA","PHILIPPINE ISLANDS","GREEN ISLAND"
"USA","SOLOMON ISLANDS","BOUGAINVILLE"
"USA","BURMA","TAIHPA GA"
"USA","BURMA","TAIHPA GA"
"USA","BURMA","TAIHPA GA"
"USA","BURMA","TAIHPA GA"
"USA","BURMA","TAIHPA GA"
"GREAT BRITAIN","GERMANY","KNAPSACK NR COLOGNE"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"USA","ITALY","ROCCA SECCA"
"USA","ITALY","ROCCA SECCA"
"GREAT BRITAIN","BURMA","SAGAING"
"GREAT BRITAIN","BURMA","SAGAING"
"USA","THAILAND OR SIAM","CHIENGMAI"
"USA","THAILAND OR SIAM","CHIENGMAI"
"USA","ROMANIA","BUCHAREST"
"USA","ROMANIA","GIURGIU"
"USA","ROMANIA","GIURGIU"
"USA","ROMANIA","44 20 N 026 00 E"
"USA","ROMANIA","44 20 N 026 00 E"
"USA","ROMANIA","44 20 N 026 00 E"
"USA","ROMANIA","BANEASA"
"USA","ROMANIA","BANEASA"
"USA","ROMANIA","BANEASA"
"USA","YUGOSLAVIA","BOROVNJAK"
"USA","YUGOSLAVIA","BOROVNJAK"
"USA","ITALY","AVISIO"
"USA","ITALY","FERRARA"
"USA","ITALY","AVISIO"
"USA","ITALY","FERRARA"
"USA","ITALY","BERCETO"
"USA","ITALY","BERCETO"
"USA","ITALY","BERCETO"
"USA","ITALY","BERCETO"
"USA","ITALY","44 00 N 009 40 E"
"USA","ITALY","44 00 N 009 40 E"
"USA","ITALY","44 00 N 009 40 E"
"USA","ITALY","44 40 N 011 00 E"
"USA","ITALY","44 40 N 011 00 E"
"USA","ITALY","44 40 N 011 00 E"
"USA","ITALY","LATISANA"
"USA","YUGOSLAVIA","NIS"
"GREAT BRITAIN","GREECE","PESANO  [PESARO]"
"USA","PALAU ISLANDS","KOROR ISLAND"
"USA","CHINA","ANJEN"
"USA","CHINA","ANJEN"
"USA","PALAU ISLANDS","KOROR ISLAND"
"USA","KURILE ISLANDS","ONNEKOTAN"
"USA","PALAU ISLANDS","KOROR ISLAND"
"USA","PALAU ISLANDS","KOROR ISLAND"
"USA","CAROLINE ISLANDS","TAGAULAP ISLAND"
"USA","PALAU ISLANDS","KOROR ISLAND"
"USA","PALAU ISLANDS","KOROR ISLAND"
"USA","CELEBES ISLANDS","LIANG"
"USA","CELEBES ISLANDS","LIANG"
"USA","CELEBES ISLANDS","LIANG"
"USA","PALAU ISLANDS","PELELIU ISLAND"
"USA","PALAU ISLANDS","KOROR ISLAND"
"USA","NEW GUINEA","MARAKUM"
"USA","NEW GUINEA","WEWAK"
"USA","NEW GUINEA","MOM"
"USA","NEW GUINEA","WEWAK"
"USA","MARIANAS ISLANDS","PAGAN ISLAND"
"USA","CHINA","SINTSIANG"
"USA","CHINA","YANGTZE RIVER"
"USA","NEW GUINEA","MAFFIN BAYH"
"USA","NEW GUINEA","WEWAK"
"USA","NEW GUINEA","WEWAK"
"USA","CHINA","YANGTIEN"
"USA","FORMOSA AND RYUKYU ISLANDS","FORMOSA STRAITS"
"USA","PALAU ISLANDS","YAP ISLAND"
"USA","NEW GUINEA","CAPE SAWEBA"
"USA","NEW GUINEA","MANOKWARI"
"USA","NEW GUINEA","WAREN"
"USA","NEW GUINEA","WAREN"
"USA","NEW GUINEA","MANOKWARI"
"USA","NEW GUINEA","RANSIKI"
"USA","CELEBES ISLANDS","AMAHAI"
"USA","KURILE ISLANDS","ARAHATA SAKI"
"USA","CHINA","HENGYANG"
"USA","BURMA","PINBAW"
"USA","BURMA","PINBAW"
"USA","BURMA","PINBAW"
"USA","BURMA","PINBAW"
"USA","BURMA","PINBAW"
"USA","BURMA","PINBAW"
"USA","CHINA","HENGYANG"
"USA","CHINA","YANGTIEN"
"USA","CHINA","YANGTIEN"
"USA","CHINA","YANGTIEN"
"NEW ZEALAND","BISMARK ARCHIPELAGO","KERAVIA BAY"
"USA","NEW GUINEA","MOARI VILLAGE"
"USA","NEW GUINEA","NABIRE"
"USA","NEW GUINEA","WEWAK"
"USA","CHINA","CHALING"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"GREAT BRITAIN","GERMANY","BARMEN"
"GREAT BRITAIN","GERMANY","BARMEN"
"GREAT BRITAIN","GERMANY","BARMEN"
"GREAT BRITAIN","GERMANY","BARMEN"
"GREAT BRITAIN","GERMANY","HERNE"
"GREAT BRITAIN","GERMANY","HERNE"
"GREAT BRITAIN","GERMANY","HERNE"
"GREAT BRITAIN","GERMANY","HERNE"
"GREAT BRITAIN","GERMANY","DORTMUND"
"GREAT BRITAIN","GERMANY","OSNABRUCK"
"USA","ITALY","MANTOVA"
"USA","ITALY","MANTOVA"
"USA","ITALY","PERCA"
"USA","ITALY","PERCA"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","MANTOVA"
"USA","ITALY","MANTOVA"
"USA","ITALY","PERCA"
"USA","ITALY","PERCA"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"USA","THAILAND OR SIAM","CHIENGMAI"
"USA","THAILAND OR SIAM","CHIENGMAI"
"USA","NEW GUINEA","DORF POINT"
"USA","CHINA","HSAIYUAN"
"USA","CELEBES ISLANDS","AMAHAI"
"USA","NEW GUINEA","WANBOKAI"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","NEW GUINEA","HURIKA"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","BORGEN BAY"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","SOLOMON ISLANDS","NUMA NUMA"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","MARSHALL ISLANDS","MILLI ISLAND"
"USA","MARSHALL ISLANDS","WOJTE ISLAND"
"USA","MARSHALL ISLANDS","TAROA ISLAND"
"USA","BURMA","NAMMUN"
"USA","NEW GUINEA","HURIKA"
"USA","NEW GUINEA","MADANG"
"USA","NEW GUINEA","HURIKA"
"USA","NEW GUINEA","HURIKA"
"USA","BISMARK ARCHIPELAGO","BORGEN BAY"
"USA","MARSHALL ISLANDS","WOJTE ISLAND"
"USA","SOLOMON ISLANDS","ANEWA BAY"
"USA","SOLOMON ISLANDS","RAVA"
"USA","SOLOMON ISLANDS","NUMA NUMA"
"USA","BISMARK ARCHIPELAGO","PETER HARBOR"
"USA","BISMARK ARCHIPELAGO","REIN BAY"
"USA","BISMARK ARCHIPELAGO","ANWEK RIVER"
"USA","BURMA","HOPIN"
"GREAT BRITAIN","GERMANY","BONN"
"GREAT BRITAIN","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GERMANY","BLECHHAMMER"
"USA","GREAT BRITAIN","DUISBURG"
"GREAT BRITAIN","GERMANY","DUISBURG"
"GREAT BRITAIN","GERMANY","DUISBURG"
"GREAT BRITAIN","GERMANY","SAARBRUCKEN"
"USA","NORWAY","CITY TOT UNDER 6 TON"
"USA","NORWAY","CITY TOT UNDER 6 TON"
"USA","DENMARK","ESBJERG"
"USA","DENMARK","ESBJERG"
"USA","DENMARK","ESBJERG"
"USA","DENMARK","ESBJERG"
"USA","DENMARK","ESBJERG"
"USA","DENMARK","ESBJERG"
"USA","DENMARK","ESBJERG"
"USA","DENMARK","ESBJERG"
"USA","DENMARK","ESBJERG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"GREAT BRITAIN","FRANCE","MARQUISE"
"GREAT BRITAIN","FRANCE","MARQUISE"
"GREAT BRITAIN","FRANCE","MARQUISE"
"GREAT BRITAIN","FRANCE","AILLY LE HAUT CLOCHE"
"GREAT BRITAIN","FRANCE","AILLY LE HAUT CLOCHE"
"GREAT BRITAIN","BURMA","KALEMYO"
"USA","SOLOMON ISLANDS","KAHILI"
"USA","BISMARK ARCHIPELAGO","BORAM"
"USA","NEW GUINEA","WEWAK"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","CHINA","HSAIYUAN"
"USA","NEW GUINEA","WEWAK"
"USA","BISMARK ARCHIPELAGO","BORAM"
"USA","SOLOMON ISLANDS","NUMA NUMA"
"USA","MARSHALL ISLANDS","WOTJE ISLAND"
"USA","BISMARK ARCHIPELAGO","NEW BRITAIN"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","MARSHALL ISLANDS","KWAJALEIN"
"USA","MARSHALL ISLANDS","WOJTE ISLAND"
"USA","NEW GUINEA","SIO"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","BORGEN BAY"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","SILIMATI POINT"
"USA","MARSHALL ISLANDS","KWAJALEIN"
"USA","BISMARK ARCHIPELAGO","SILIMATI POINT"
"USA","SOLOMON ISLANDS","MALEVOLI"
"USA","BISMARK ARCHIPELAGO","VUNAKANAU"
"USA","BISMARK ARCHIPELAGO","LAKUNAI"
"USA","SOLOMON ISLANDS","BOHANO ISLAND"
"USA","SOLOMON ISLANDS","BOHANO ISLAND"
"USA","NEW GUINEA","ALEXISHAFEN"
"NEW ZEALAND","BISMARK ARCHIPELAGO","CAPE ST GEORGE"
"USA","CELEBES ISLANDS","AMAHAI"
"USA","MARSHALL ISLANDS","MILLI ISLAND"
"USA","NEW GUINEA","WEWAK"
"USA","NEW GUINEA","ALEXISHAFEN"
"USA","NEW GUINEA","NABIRE"
"USA","BURMA","NAMMA"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","NEW GUINEA","ALEXISHAFEN"
"USA","SOLOMON ISLANDS","BOUGAINVILLE"
"USA","CELEBES ISLANDS","AMAHAI"
"USA","NEW GUINEA","ALEXISHAFEN"
"USA","BISMARK ARCHIPELAGO","NEW IRELAND"
"USA","SOLOMON ISLANDS","MALAHUNA"
"GREAT BRITAIN","GERMANY","LEIPZIG"
"GREAT BRITAIN","GERMANY","DUISBURG"
"USA","GERMANY","MUNSTER"
"USA","GERMANY","MUNSTER"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","HAAMSTEDE"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","HAAMSTEDE"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","HAAMSTEDE"
"GREAT BRITAIN","BURMA","BANGKOK"
"GREAT BRITAIN","BURMA","HPAUNGZEIK"
"GREAT BRITAIN","BURMA","FORT WHITE"
"USA","BURMA","NAMANA"
"USA","CHINA","CANTON"
"USA","NEW GUINEA","NAMBARIWA"
"USA","NEW GUINEA","WEWAK"
"USA","NEW GUINEA","HANSA BAY"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","BISMARK ARCHIPELAGO","LAKUNAI"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","SOLOMON ISLANDS","YELLOW BEACH"
"USA","BURMA","PYAWBWE"
"USA","PHILIPPINE ISLANDS","LUNGOG"
"USA","PHILIPPINE ISLANDS","CATAGGAMAN"
"USA","PHILIPPINE ISLANDS","CATAGGAMAN"
"USA","PHILIPPINE ISLANDS","SOLVEC"
"USA","PHILIPPINE ISLANDS","SOLVEC"
"USA","PHILIPPINE ISLANDS","SOLVEC"
"USA","PHILIPPINE ISLANDS","SAN FERNANDO"
"USA","PHILIPPINE ISLANDS","SAN FERNANDO"
"USA","PHILIPPINE ISLANDS","SAN FERNANDO"
"USA","PHILIPPINE ISLANDS","SAN FERNANDO"
"USA","PHILIPPINE ISLANDS","LOS BANOS"
"USA","PHILIPPINE ISLANDS","LOS BANOS"
"USA","PHILIPPINE ISLANDS","TANADAN"
"USA","PHILIPPINE ISLANDS","GATTARAN"
"USA","PHILIPPINE ISLANDS","LOS BANOS"
"USA","PHILIPPINE ISLANDS","LAKE TAAL"
"USA","BURMA","PYAMBWE"
"USA","BURMA","NAMTU"
"USA","BURMA","NAMTU"
"USA","PHILIPPINE ISLANDS","TANADAN"
"USA","JAPAN","OSAKA"
"USA","VOLCANO AND BONIN ISLANDS","CHICHI JIMA"
"USA","VOLCANO AND BONIN ISLANDS","CHICHI JIMA"
"USA","VOLCANO AND BONIN ISLANDS","CHICHI JIMA"
"USA","VOLCANO AND BONIN ISLANDS","CHICHI JIMA"
"USA","JAPAN","KUSHIMOTO"
"USA","JAPAN","KUSHIMOTO"
"USA","VOLCANO AND BONIN ISLANDS","CHICHI JIMA"
"USA","VOLCANO AND BONIN ISLANDS","CHICHI JIMA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","PHILIPPINE ISLANDS","LAGUNA DE BAY"
"USA","PHILIPPINE ISLANDS","BAGAY"
"USA","PHILIPPINE ISLANDS","BAGAY"
"USA","PHILIPPINE ISLANDS","BANGUED"
"USA","PHILIPPINE ISLANDS","BALETE PASS"
"USA","PHILIPPINE ISLANDS","CABALLO"
"USA","PHILIPPINE ISLANDS","CABALLO"
"USA","PHILIPPINE ISLANDS","CABALLO"
"USA","PHILIPPINE ISLANDS","CABALLO"
"USA","PHILIPPINE ISLANDS","CABALLO"
"USA","PHILIPPINE ISLANDS","CABALLO"
"USA","PHILIPPINE ISLANDS","SARANGANI BAY"
"USA","PHILIPPINE ISLANDS","SARANGANI BAY"
"USA","PHILIPPINE ISLANDS","SARANGANI BAY"
"USA","PHILIPPINE ISLANDS","14 28 N 121 2"
"USA","JAPAN","UJIYAMADA"
"USA","PHILIPPINE ISLANDS","SANTO THOMAS"
"USA","VOLCANO AND BONIN ISLANDS","IWO JIMA"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"USA","PHILIPPINE ISLANDS","ZAMBOANGA"
"USA","PHILIPPINE ISLANDS","ZAMBOANGA"
"USA","PHILIPPINE ISLANDS","SAN PABLO"
"USA","PHILIPPINE ISLANDS","DUGO"
"USA","PHILIPPINE ISLANDS","DUGO"
"USA","BISMARK ARCHIPELAGO","RABAUL"
"USA","PHILIPPINE ISLANDS","BUAYAN"
"USA","PHILIPPINE ISLANDS","SARANGANI BAY"
"USA","PHILIPPINE ISLANDS","BUAYAN"
"USA","PHILIPPINE ISLANDS","SARANGANI BAY"
"USA","FORMOSA AND RYUKYU ISLANDS","PESCADORES ISLA"
"USA","FORMOSA AND RYUKYU ISLANDS","MAKO"
"USA","FORMOSA AND RYUKYU ISLANDS","MAKO"
"USA","BURMA","SWA"
"USA","FORMOSA AND RYUKYU ISLANDS","MAKO"
"USA","FORMOSA AND RYUKYU ISLANDS","MAKO"
"USA","PHILIPPINE ISLANDS","CAGAYAN"
"USA","FORMOSA AND RYUKYU ISLANDS","MAKO"
"USA","FORMOSA AND RYUKYU ISLANDS","PESCADORES ISLA"
"USA","FORMOSA AND RYUKYU ISLANDS","PESCADORES ISLA"
"USA","FORMOSA AND RYUKYU ISLANDS","PESCADORES ISLA"
"USA","PHILIPPINE ISLANDS","CABUGAO"
"USA","BURMA","NAMAKHAW"
"USA","FORMOSA AND RYUKYU ISLANDS","PESCADORES ISLA"
"USA","BURMA","LAIHKA"
"USA","BURMA","LAIHKA"
"USA","PHILIPPINE ISLANDS","BAGUIO"
"USA","FORMOSA AND RYUKYU ISLANDS","PESCADORES ISLA"
"USA","FORMOSA AND RYUKYU ISLANDS","PESCADORES ISLA"
"USA","PHILIPPINE ISLANDS","LAKE TAAL"
"USA","PHILIPPINE ISLANDS","LAKE TAAL"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","GERMANY","HOMBERG"
"GREAT BRITAIN","GERMANY","HOMBERG"
"GREAT BRITAIN","GERMANY","HOMBERG"
"GREAT BRITAIN","GERMANY","HOMBERG"
"GREAT BRITAIN","GERMANY","HOMBERG"
"GREAT BRITAIN","GERMANY","MANNHEIM"
"GREAT BRITAIN","GERMANY","MANNHEIM"
"USA","YUGOSLAVIA","BOROVNJAK"
"USA","HUNGARY","PECS"
"USA","ITALY","FERRARA"
"USA","ITALY","FERRARA"
"USA","ITALY","AVISIO"
"USA","ITALY","AVISIO"
"USA","ITALY","BERCETO"
"USA","ITALY","BERCETO"
"USA","ITALY","BERCETO"
"USA","ITALY","BERCETO"
"USA","ITALY","44 00 N 010 40 E"
"USA","ITALY","44 00 N 010 40 E"
"USA","ITALY","ILE POMEGUES"
"USA","ITALY","ILE POMEGUES"
"USA","ITALY","44 00 N 010 40 E"
"USA","ITALY","ILE POMEGUES"
